run_label,instance,seed,reason,count
stage03.2_cache_incremental_attempt02,rc101_21,2016,forward_time_window_prefilter,304622
stage03.2_cache_incremental_attempt02,rc101_21,2016,screening_pass,72872
stage03.2_cache_incremental_attempt02,rc101_21,2016,single_segment_energy_prefilter,137
stage03.2_cache_incremental_attempt02,rc102C10,2014,forward_time_window_prefilter,48157
stage03.2_cache_incremental_attempt02,rc102C10,2014,screening_pass,25906
stage03.2_cache_incremental_attempt02,rc102C10,2015,forward_time_window_prefilter,47955
stage03.2_cache_incremental_attempt02,rc102C10,2015,screening_pass,26088
stage03.2_cache_incremental_attempt02,rc102C10,2016,forward_time_window_prefilter,48592
stage03.2_cache_incremental_attempt02,rc102C10,2016,screening_pass,25815
stage03.2_cache_incremental_attempt02,rc103C15,2014,forward_time_window_prefilter,105558
stage03.2_cache_incremental_attempt02,rc103C15,2014,screening_pass,77031
stage03.2_cache_incremental_attempt02,rc103C15,2014,single_segment_energy_prefilter,458
stage03.2_cache_incremental_attempt02,rc103C15,2015,forward_time_window_prefilter,105571
stage03.2_cache_incremental_attempt02,rc103C15,2015,screening_pass,78263
stage03.2_cache_incremental_attempt02,rc103C15,2015,single_segment_energy_prefilter,434
stage03.2_cache_incremental_attempt02,rc103C15,2016,forward_time_window_prefilter,103824
stage03.2_cache_incremental_attempt02,rc103C15,2016,screening_pass,78556
stage03.2_cache_incremental_attempt02,rc103C15,2016,single_segment_energy_prefilter,450
stage03.2_cache_incremental_attempt02,rc105C5,2014,forward_time_window_prefilter,6895
stage03.2_cache_incremental_attempt02,rc105C5,2014,screening_pass,6695
stage03.2_cache_incremental_attempt02,rc105C5,2015,forward_time_window_prefilter,6866
stage03.2_cache_incremental_attempt02,rc105C5,2015,screening_pass,6707
stage03.2_cache_incremental_attempt02,rc105C5,2016,forward_time_window_prefilter,6988
stage03.2_cache_incremental_attempt02,rc105C5,2016,screening_pass,6662
