schema_version,experiment_id,instance,seed,algorithm,repository_revision,repository_dirty,algorithm_source_sha256,instance_sha256,start_utc,end_utc,time_limit_seconds,max_iterations,threads,vehicle_count,total_distance,total_energy,total_charged_energy,total_charging_time,runtime_seconds,iterations,accepted_moves,improving_moves,rejected_moves,charging_subproblem_calls,charging_subproblem_average_seconds,coverage_violations,route_structure_violations,capacity_violations,time_window_violations,energy_violations,objective_violations,other_violations,total_violation_count,status,feasible,failure_reason,raw_log_path,solution_path
1,c106C15-alns_exact_charging-2016,c106C15,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,eba58a458a9fd13ae8fd404df8db1d04e49271326316256ee060468048881a86,2026-07-12T22:33:53.248911+00:00,2026-07-12T22:33:54.469175+00:00,30.0,1000,1,3,275.1331688731623,275.1331688731623,126.22178535625447,437.989595186203,1.220062375003181,1000,979,17,21,3530,0.00032535945019973627,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c106C15-alns_exact_charging-2016.json,solutions/c106C15-alns_exact_charging-2016.json
1,r105C15-alns_exact_charging-2014,r105C15,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,937f3e630e6afef1a148dc223dd1d6ad2d11cfff557803e68a50e981e3ceaa44,2026-07-12T22:33:54.471511+00:00,2026-07-12T22:33:55.775565+00:00,30.0,1000,1,4,336.1536020996758,336.1536020996758,164.66141267798022,80.68409221221032,1.30388016699726,1000,981,14,19,2304,0.0005405426263930874,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r105C15-alns_exact_charging-2014.json,solutions/r105C15-alns_exact_charging-2014.json
1,r105C15-alns_exact_charging-2015,r105C15,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,937f3e630e6afef1a148dc223dd1d6ad2d11cfff557803e68a50e981e3ceaa44,2026-07-12T22:33:55.776123+00:00,2026-07-12T22:33:57.100321+00:00,30.0,1000,1,4,336.1536020996758,336.1536020996758,164.66141267798022,80.68409221221032,1.3240390830032993,1000,976,24,24,2321,0.0005454941477220738,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r105C15-alns_exact_charging-2015.json,solutions/r105C15-alns_exact_charging-2015.json
1,r105C15-alns_exact_charging-2016,r105C15,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,937f3e630e6afef1a148dc223dd1d6ad2d11cfff557803e68a50e981e3ceaa44,2026-07-12T22:33:57.100759+00:00,2026-07-12T22:33:58.519864+00:00,30.0,1000,1,4,336.1536020996758,336.1536020996758,164.66141267798022,80.68409221221032,1.4189189590033493,1000,977,28,23,2471,0.0005502585754017464,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/r105C15-alns_exact_charging-2016.json,solutions/r105C15-alns_exact_charging-2016.json
1,rc103C15-alns_exact_charging-2014,rc103C15,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,51cbd950e7a76acae3add1f93d4c5f3b906f1e0ca5b47f46b068ff4f52e43c4a,2026-07-12T22:33:58.520809+00:00,2026-07-12T22:33:59.517562+00:00,30.0,1000,1,4,397.6698569130491,397.6698569130491,181.15124611347576,70.64898598425555,0.9966026250040159,1000,957,120,43,2640,0.000350509483809164,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc103C15-alns_exact_charging-2014.json,solutions/rc103C15-alns_exact_charging-2014.json
1,rc103C15-alns_exact_charging-2015,rc103C15,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,51cbd950e7a76acae3add1f93d4c5f3b906f1e0ca5b47f46b068ff4f52e43c4a,2026-07-12T22:33:59.517916+00:00,2026-07-12T22:34:00.524815+00:00,30.0,1000,1,4,397.6698569130491,397.6698569130491,181.15124611347576,70.64898598425555,1.0067397090024315,1000,962,119,38,2743,0.0003408756723582758,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc103C15-alns_exact_charging-2015.json,solutions/rc103C15-alns_exact_charging-2015.json
1,rc103C15-alns_exact_charging-2016,rc103C15,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,51cbd950e7a76acae3add1f93d4c5f3b906f1e0ca5b47f46b068ff4f52e43c4a,2026-07-12T22:34:00.525301+00:00,2026-07-12T22:34:01.622128+00:00,30.0,1000,1,4,397.6698569130491,397.6698569130491,173.55824127959784,67.68771409904316,1.0966186250007013,1000,953,115,47,2939,0.00034871412489538507,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/rc103C15-alns_exact_charging-2016.json,solutions/rc103C15-alns_exact_charging-2016.json
1,c101_21-alns_exact_charging-2014,c101_21,2014,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,2026-07-12T22:34:01.624857+00:00,2026-07-12T22:34:31.633070+00:00,30.0,1000,1,14,1234.5032876506266,1234.5032876506266,437.316430132704,1482.5026981498668,30.00792504099809,6,5,2,0,2072,0.014377484358062378,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c101_21-alns_exact_charging-2014.json,solutions/c101_21-alns_exact_charging-2014.json
1,c101_21-alns_exact_charging-2015,c101_21,2015,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,2026-07-12T22:34:31.633731+00:00,2026-07-12T22:35:01.643639+00:00,30.0,1000,1,14,1237.1389149242236,1237.1389149242236,437.316430132704,1482.5026981498668,30.009614333001082,6,5,1,0,1924,0.015520335989055039,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c101_21-alns_exact_charging-2015.json,solutions/c101_21-alns_exact_charging-2015.json
1,c101_21-alns_exact_charging-2016,c101_21,2016,ALNS_EXACT_CHARGING,ed23b8344a1ac9c750a7febeb9ff87a2c604215a,False,a920c134e0937b29958056f383656bc6e1444e6359e57c35ced6558f943105f0,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,2026-07-12T22:35:01.644240+00:00,2026-07-12T22:35:31.654517+00:00,30.0,1000,1,14,1237.1389149242236,1237.1389149242236,437.316430132704,1482.5026981498668,30.009974917004,6,5,1,0,1975,0.015118332584856425,0,0,0,0,0,0,0,0,feasible,True,,/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/results/stage00/raw/c101_21-alns_exact_charging-2016.json,solutions/c101_21-alns_exact_charging-2016.json
