axis,effective_iterations,effective_iterations_per_second,instance,peak_rss_bytes,runtime_seconds,seed,started_calls
serial_wall_clock,1000,467.4024022665162,rc103C15,2205302784,2.139484082988929,2016,108
parallel_wall_clock,1000,395.0587305521902,rc103C15,2205302784,2.5312692080042325,2016,108
serial_fixed_exact_calls,50,3380.6244381040374,rc105C5,2205302784,0.014790166998864152,2014,2
parallel_fixed_exact_calls,50,351.8421862123762,rc105C5,2205302784,0.1421091670054011,2014,2
serial_wall_clock,1000,5528.608687205745,rc105C5,2205302784,0.180877333987155,2014,2
parallel_wall_clock,1000,3026.433249309523,rc105C5,2205302784,0.3304219580022618,2014,2
serial_fixed_exact_calls,50,3252.2969361572514,rc105C5,2205302784,0.015373749993159436,2015,2
parallel_fixed_exact_calls,50,348.98786330363276,rc105C5,2205302784,0.14327145800052676,2015,2
serial_wall_clock,1000,5466.701430559764,rc105C5,2205302784,0.18292566599848215,2015,2
parallel_wall_clock,1000,3177.630750551344,rc105C5,2205302784,0.3146998750016792,2015,2
serial_fixed_exact_calls,50,3279.961149767138,rc105C5,2205302784,0.015244082998833619,2016,2
parallel_fixed_exact_calls,50,349.6659379253487,rc105C5,2205302784,0.14299362499150448,2016,2
serial_wall_clock,1000,5532.137464247597,rc105C5,2205302784,0.18076195800676942,2016,2
parallel_wall_clock,1000,3253.514239384588,rc105C5,2205302784,0.3073599580093287,2016,2
